Author,RFC_Match_Count
P. Williams,1
A. Lozano,1
T. Tsao,1
V. Daza,1
A. Bhargava,1
J. Hardwick,4
C. Grundemann,1
K. Sundaresan,1
V. Sarawat,1
B. Khasnabish,3
N. So,2
R. Krishnan,5
J. Snyder,1
C. Paasch,3
A. Karan,2
J. Rafferty,1
V. Dukhovni,3
U. Joorde,2
P. Masotta,1
R. Li,2
P. Patil,8
D. Michaud,2
J. Martensson,1
O. Gonzalez de Dios,11
T. Tsuritani,1
G. Bumgardner,1
K. Sampath,2
V. Mahalingam,1
G. Doering,2
I. Pepelnjak,1
J. Durand,1
D. Kumar,6
N. Finn,3
R. Holz,2
R. Valmikam,1
M. Soroushnejad,1
V. Venkataramanan,1
A. Murdock,1
S. Leonard,5
C. Evans,1
C. Palmer,1
R. Sleevi,1
I. McDonald,4
M. Sweet,3
A. Molinaro,1
D. Corujo,3
G. Boggia,2
G. Tyson,1
S. Eum,2
G. Eriksson,1
S. Hakansson,1
N. Kong,5
A. Servin,1
L. Zhou,3
S. Sheng,2
P. Skoldstrom,2
E. Zwicky,2
T. Bray,2
C. Shao,1
A. Montville,1
P. Quinn,2
A. Perez-Mendez,2
D. Lopez,9
F. Pereniguez-Garcia,1
G. Lopez-Millan,1
C. Davids,2
L. Cailleux,1
M. Wilhelm,1
D. Moffat,1
J. Pechanec,1
G. Yao,2
M. Luckie,1
J. Bradley,12
N. Sakimura,6
M. Miller,4
C. Mortimore,6
I. Grosclaude,1
S. Saad,1
E. Dart,1
J. Piesing,1
G. Yakushev,1
C. Lever,9
W. Sotomayor,1
B. Dickson,2
F. Sorensen,1
M. Belshe,1
R. Peon,2
H. Ruellan,1
J. Malyar,1
V. Chen,1
B. Kaduk,2
R. Gandhi,9
R. Jing,1
L. Grieco,1
M. Palattella,1
V. Lim,1
D. Anipko,2
D. Migault,9
K. Lynn,2
J. Kaippallimalil,2
D. Thakore,3
L. Goix,1
A. Pironti,2
D. Quigley,1
J. Lu,1
B. Wright,1
S. Balls,1
A. Bakker,1
R. Petrocco,1
V. Grishchenko,1
L. Ciavaglia,2
S. Bjarnason,2
J. Han,3
J. Dickinson,5
S. Morris,2
I. Yerushalmi,1
Y. Nachum,1
J. Spittka,1
A. Luchuk,1
T. Alkemade,1
J. Richer,4
M. Machulak,2
T. Wolniewicz,1
T. Murakami,2
A. Tian,2
U. Chunduri,8
B. Nordman,1
T. Zeng,2
H. Schiller,1
C. Kassimis,1
M. Fox,1
P. Fleming,1
D. Ahrens,1
S. Bremer,1
B. Chatras,2
B. Williams,2
D. Borkmann,1
J. T. Hao,1
P. Maheshwari,1
S. Bortzmeyer,3
A. Delignat-Lavaud,1
K. Bhargavan,1
D. Waltermire,3
J. Uberti,7
N. Agarwal,1
P. Garg,1
A. Nadalin,6
K. LI,1
E. Wahlstroem,3
K. Grizzle,2
P. Ebersman,2
R. Weber,1
D. York,2
J. Jimenez,2
J. Lopez-Vega,1
A. Dodd-Noble,1
F. Baboescu,2
M. Cullen,3
D. Kukrety,1
D. Raghuvanshi,1
G. Czirjak,1
R. Machat,1
S. Banks,3
L. Miao,1
N. Harada,1
B. Hirschman,1
L. Bertz,3
S. Manning,1
R. Secchi,1
H. Asai,1
K. Shima,1
M. MacFaden,1
J. Nieminen,1
G. Almes,2
M. Zekauskas,2
S. Kalidindi,2
D. Mitchell,1
R. Shakir,9
A. Muffett,1
J. Appelbaum,1
B. Bos,1
R. Wenning,1
H. Harai,1
S. Xu,1
M. Byerly,1
M. Hite,1
T. Yoshino,1
J-P. Aumasson,1
M-J. Saarinen,1
B. Paterson,1
P. Pfister,4
I. Hussain,1
G. Sandbakken,1
S. Ibarra,1
A. Moreiras,1
E. Cordeiro,1
R. Carnier,1
N. Clark,1
B. Wilson,1
G. Clapp,1
V. Shukla,1
P. Hancke,1
D. Pacella,3
K. Subramanian,2
L. Giuliano,2
E. Zhang,1
L-J. Liman,1
K. Rajaraman,1
V. Govindan,5
H. Wen,1
J. Hu,1
A. Akram,1
P. van der Stok,3
A. Schiltknecht,1
P. Shames,1
A. Dolganow,6
Z. Zhang,10
F. Galligan,1
H. Lundin,1
M. Glover,1
P. Westin,1
J. Luo,1
G. Selander,3
L. Seitz,3
S. Gerdes,1
L. Tomotaki,3
M. Conn,1
B. Parise,1
I. Varlashkin,1
M. Hamburg,1
J. Hedin,1
S. Sorce,2
J. Medved,6
S. Ray,1
A. Leiva Popper,1
Y. Moses,1
H. Holbrook,1
A. Brunstrom,1
A. Petlund,1
S. Dickinson,6
S. Vinapamula,3
W. Li,1
J. Shin,2
M. Gillmore,1
Y. Doi,1
S. Litkowski,20
A. Smirnov,3
S. Hegde,6
F. Mir,1
H. Rogge,2
S. Gupta,3
M. Durrani,3
J. Pathangi,1
M. Stenberg,2
S. Barth,2
C. Cardona,1
P. Lucente,2
T. Nemoto,1
H. Wang,1
Y. Jiang,6
M. M. Hannuksela,1
Y. Sanchez,1
R. Pan,4
A. Csaszar,1
A. Gopalan,1
C. Bowers,7
G. Enyedi,2
J. Farkas,9
N. Bragg,1
B. Fee,1
T. Boyes,1
D. Mayer,1
J. Goldberg,1
A. Caro,1
K. Nielsen,1
P. Amer,1
P. Natarajan,3
A. Cabellos,1
D. Belyavsky,1
E. Alekseev,2
I. Oshkin,2
S. Leontiev,1
S. Smyshlyaev,4
V. Podobaev,1
V. Popov,2
C. Ralli,1
P. McManus,4
A. Ripke,1
R. Giles,1
R. Lee,1
D. Lingli,1
J. Taveira,1
M. Nunes,1
R. Cruz,1
G. Lozano,3
N. Heatley,1
R. Chandler,1
W. Haeffner,1
D. Bryan,2
Y. Sun,1
B. McCollam,1
M. Lidman,1
S. Martin,1
S. Stuart,1
A. Yla-Jaaski,1
K. Naito,1
J. Heidemann,1
Z. Hu,1
A. Adamson,2
C. Eckel,2
H. Lum,1
D. Savage,1
D. Slice,1
J. Ng,1
P. Paluch,1
S. Moore,2
D. Warden,1
I. Iordanov,1
Y. Chen,2
Y. Fu,3
C. Contavalli,1
D. Lawrence,3
W. van der Gaast,1
J. Linkova,6
C. Bran,1
S. Proust,1
S. Soni,1
K. Cartwright,2
S. Ali,1
V. Bhatia,2
S. Pallagatti,5
N. Kumar,6
T. Ranganath,1
J. Arango,2
J. SrimushnamBoovaraghamoorthy,1
N. Bisht,1
J. Asghar,1
A. Bonfanti,2
M. Hartley,3
Y(J) Stein,1
K. Watsen,13
U. Palle,4
V. Kondreddy,1
R. Kebler,2
W. Chang,1
P. Timmel,1
D. Montgomery,2
R. Kisteleki,1
W. Zhou,1
D. Walton,2
C. Percival,1
P. Sarkar,6
A. Gonzalez Prieto,4
E. Voit,5
I. Psaras,1
N. Khademi,3
N. Kuhn,2
B. Baker,1
P. Shivam,1
J. Alakuijala,1
Z. Szabadka,1
A. Azgin,1
A. Detti,1
C. Mueller,1
C. Timmerer,1
C. Westphal,1
D. Posch,1
J. Wang,1
N. Murray,1
S. Lederer,1
D. Schinazi,6
I. Oprescu,1
R. Peterkofsky,1
A. Premji,1
P. Lapukhov,2
A. Freytag,2
K. Davies,1
M. Zanaty,3
S. Spirou,1
A. Doyle,1
H. Butler,1
M. Daly,1
S. Gillies,2
S. Hagen,1
T. Schaub,1
E. Jasinska,2
N. Bakker,2
I. Chen,2
R. Jorgensen,1
A. Qu,2
P. Sivamurugan,1
G. Bailey,1
F. Martin,1
K. Andersen,2
T. Draegen,1
L. Yizhou,1
A. Arcia-Moret,1
B. Braem,1
E. Pietrosemoli,1
J. Saldana,1
M. Zennaro,1
K. Pillay,1
A. Bhattacharyya,1
A. Pal,1
S. Bandyopadhyay,1
T. Bose,1
H. Chen,8
S. Chatterjee,2
H. Seidel,1
N. Biondic,1
G. Llewellyn,1
P. Dunkley,1
M. Umair,5
P. Martinsen,3
O. Johansson,1
P. Wells,3
C. Pearce,1
P. Giralt,1
M. Hardy,2
C. Dietzel,1
G. Hankins,2
J. Snijders,9
T. King,2
M. Caulfield,1
R. Murray,2
M. Jenkins,4
D. Joachimpillai,1
S. Huque,2
E. Mallette,1
W. Cheng,4
Y. Luo,1
Y. Shen,3
B. Raymor,2
E. Damaggio,1
I. Liusvaara,2
D. Popa,1
C. McDowall,1
S. B S,1
A. Shpiner,1
C. Schelp,1
R. Tse,1
G. Detal,1
C. Petrie,1
H. Falk,1
M. Seewald,1
H. Takagi,3
H. Watanabe,3
K. Maeda,3
T. Hayashi,3
Y. Ioku,3
Y. Oiwa,3
D. Sinicrope,1
W. Lupton,1
T. Herkula,1
A.L.J. Verschuren,1
H.W. Ribbers,1
M.W. Groeneweg,1
A. Thomas,1
M. Short,2
P. Miller,1
A. Castellani,1
A. Knauf,1
G. Hege,1
S. Garcia Murillo,1
R. Edmonds,1
E. Crabbe,5
T. Herbert,2
M. Kerwin,1
I. Bagdonas,2
J. Axell,1
J. Petersen,1
M. Van de Logt,1
P. Mariager,1
J. Wold,1
V. Ermagan,1
C. Qin,1
Q. Wang,2
J. Qin,1
D. Markovic,1
M. Bailey,1
C. Arunachalam,2
P. Dawes,2
J. Schmidt,1
D. Patki,1
Q. Fu,1
C. Morgan,1
N. Kinder,1
N. McCallum,1
D. Satterlee,2
V. Demjanenko,2
H. Zheng,3
P. Brzozowski,1
C. Inacio,1
D. Miyamoto,1
M. Danielson,1
P. Kinney,1
R. Venator,1
T. Saad,9
S. Kingston Smiler,2
M. Toy,1
C. Hellwig,1
C. Heidemann,1
R. Schatzmayr,1
D. Tucker,1
S. Tatham,1
W. Cerveny,1
C. Neilson,1
S. Donaldson,1
C. Liu,1
S. Ruffini,1
G. Dowd,1
L. Montini,1
V. Shankarkumar,1
D. Satterwhite,1
R. Taylor,2
S. Jury,1
Y. Qu,4
X. Vilajosana,3
A. Sonalker,1
B. Weber,1
O. Muravskiy,2
T. Bruijnzeels,5
S. Davari,1
I. Meilik,2
S. Randriamasy,2
X. Lee,1
Z. Yan,1
M. Zarny,1
V. Bajpai,1
M. Abrahamsson,4
C. Moberg,1
D. Bogdanovic,4
J. McCann,1
B. O\'Mahony,1
M. Tahhan,1
O. Borchert,2
M. Reynolds,1
D. Ma,3
Y. Pal,1
J. Rabadan,7
R. Pantos,1
W. May,1
B. Parrein,1
G. Lencse,1
L. Pislaru,1
M. Georgescu,1
J. Kotalwar,2
O. Dornon,1
V. Hemige,1
R. Torvi,2
S. Esale,1
C. Wendt,4
R. Mantha,1
S. Touati,1
T. Pauly,6
R. Varga,6
G. Wen,1
F. Hao,2
J. Rapp,2
L. Avramov,2
L. Lorenzin,1
M. Ackermann,2
N. Elkins,2
R. Hamilton,1
W. Denniss,3
N. Tomkinson,1
G. Judd,1
P. Balasubramanian,1
S. Bensley,1
N. Maheshwari,1
T. Karl,1
U. Mangla,1
L. Velvindron,4
M. Taillon,2
B. Stiller,1
C. Schmitt,1
P. Kampanakis,4
A. Gruenbacher,1
J. Fields,1
M. Eshel,1
C. Cath,2
N. ten Oever,2
L. Deng,3
A. McGregor,1
D. Taht,1
E. Dumazet,1
P. McKenney,1
T. Hoeiland-Joergensen,1
P. Beverloo,1
M. McBride,1
V. Bannai,1
K. Oku,1
T. Jones,2
R. Palleti,1
I. Rhee,1
L. Xu,1
S. Ha,1
R. Sayko,1
M. Baeuerle,1
J. Nobre,2
L. Granville,1
A. Capello,1
G. Fioccola,3
L. Castaldelli,1
M. Cociglio,2
J. Field,1
S. Banghart,1
B. Silverajan,1
S. Lemay,1
J. Henry,1
T. Szigeti,1
M. Griswold,1
W. Hargrave,1
M. Klyus,1
E. Lopez,1
M. Ye,4
G. Brown,2
W. Tan,1
C. Lenart,1
E. Nygren,1
P. Jain,1
R. Wilton,4
H. Ananthakrishnan,6
A. Kyparlis,1
R. Parikh,1
Z. Du,2
H. Tian,1
M. Kovatsch,1
J. Leddy,3
V. Beeram,9
C. Martinez,1
D. Goethals,1
V. Reddy Vallem,1
A. Jonasson,1
M. Brig,1
R. Shekhar,1
J. Yallouz,1
M. Nanduri,2
D. Hayes,1
K. Hiorth,1
S. Ferlin,1
T. Liao,1
F. Weisshaar,1
M. Faath,1
H. Back,1
M. Sethi,3
S. Palislamovic,2
A. Huelsing,1
A. Mohaisen,1
D. Butin,1
J. Rijneveld,1
S. Gazdag,1
S. Erdtman,3
B. Wen,2
J. Liste,1
T. McGarry,1
W. Chuang,1
A. Liu,2
F. Xu,1
A. Masucci,1
E. Lochin,2
F. Fitzek,1
G. Peralta,1
J. Bilbao,1
M-J. Montpetit,1
M. Pedersen,1
P. Saxena,1
S. Ghanem,1
V. Firoiu,1
I. Young,1
S. Cantor,1
R. Andrews,1
C. Coffin,1
C. Schmidt,1
D. Haynes,1
J. Fitzgerald-McKay,1
Y. Zhuang,3
T. Winters,2
D. Mandelberg,1
M. Pegourie-Gonnard,1
H. Sitaraman,2
A. Dass,1
J. Ahlberg,2
B. Gondwana,3
A. Nguyen,1
J. Weaver,1
S. Gueron,1
Y. Lindell,1
B. Yoon,1
A. Basil,2
M. Tassinari,2
V. Bhuvaneswaran,2
D. Dolson,4
S. Homma,1
A. Brotman,2
B. Ramakrishnan,2
D. Margolis,2
J. Jones,2
M. Risher,2
N. Rooney,1
R. Atarius,2
V. Hegde,1
D. Balfanz,3
N. Harper,1
M. Stucchi,1
Y. Collet,2
E. Hunt,2
M. Majkowski,1
L. Song,1
S. Kerr,1
J. Skoglund,1
M. Graczyk,1
K. Meyer,1
W. Lee,1
T. Pusateri,2
E. Madden,1
J. Littman,1
J. Scancella,1
D. Wilson,1
K. Feher,2
T. Asveren,1
H. Tsunoda,2
Y. Lifshitz,1
S. Brandt,1
K. Talaulikar,2
M.A. Reina Ortega,1
J. Snellman,1
D. Blair,1
S. Agarwal,1
M. Stubbig,1
Z. Wang,2
S. Raghavan,2
M. Wang,1
A. Olson,1
J. Whittaker,1
L. Sun,1
M. Proshin,1
D. Shi,1
R. Gu,2
G. Zhou,1
J. Wei,1
A. Bittau,2
D. Giffin,2
D. Mazieres,2
E. Smith,2
Q. Slack,1
M. Curcio,1
D. McCarney,1
J. Hoffman-Andrews,2
J. Kasten,1
M. Sivakumar,3
D. Spreafico,1
M. Vaupotic,1
E. Fokschaner,1
E. Rye,1
R. Beverly,1
P. Aranda,1
P. Lynch,1
C. Wood,5
I. Solis,2
M. Mosko,2
A. Malhotra,1
S. Goldberg,1
G. Bilder,1
S. Warner,1
J. Xu,1
R. Cummings,2
O. Garcia-Morchon,1
T. Parikh,1
E. Grossman,1
JJ. Trottin,1
K. Nagaraj,1
S. Mohanty,1
S. Sathappan,2
H. M.-H. Liu,1
J. Palet Martinez,2
N. Sullivan,2
S. Ludin,1
A. Tamas,1
B. Phister,1
J-E. Rodriguez,1
A. Chilikin,1
R. Browne,1
S. Mena,2
X. Zhu,4
P. Iovanna,1
M. Arnold,1
S. Appala,1
S. Pope,1
G. Dawra,2
R. Carney,2
C. Vigano,1
H. Birkholz,1
A. Mortensen,3
F. Palombini,1
B. Long,1
S. Blank,1
J. Bond,1
J. Hague,2
N. Jenkins,2
Y. Tanaka,2
G. Mandyam,2
B. Cheng,3
S. Vallin,1
D. Reilly,1
D. Sibold,2
H. Stenn,1
S. Yang,1
A. Tripathy,2
E. Nilsen-Nygaard,3
J. Borkenhagen,1
S. Bayraktar,3
T. Stach,2
D. Wiggins,1
A. Peter,2
F. Guo,2
P. McAllister,2
D. Moses,1
H. Landau,1
A. Bashandy,4
S. Hassan,1
E. Aries,2
A. Sreekantiah,1
P. Mi,2
S. Zhuang,1
T. Evens,1
C. Pratt,1
D. Purkayastha,1
D. Trossen,2
C. Michel,1
M. Jeganathan,1
B. Teibi,1
M. Matsumoto,1
B. Nagda,1
E.W. Burger,1
F. Iqbal,1
N. Nainar,1
J. H\xc3\xa4rri,1
N. Benamar,1
P. Sarda,1
V. Choudhary,1
S. Gjessing,2
D. Benjamin,2
B. Harris,1
J. Hall,1
A. Minaburo,1
JC. Z\xc3\xba\xc3\xb1iga,2
B. Hinden,1
A. Adamantiadis,1
H. Kario,1
L. Bruckert,1
A. Wang,2
C. Kou,1
X. Huang,1
R.B. Shoemaker,2
A. Pastor Perales,1
A. Goddard,1
A. Raghuram,1
M. Negi,3
J. Zhu,1
S. Kanugovi,1
S. Seo,2
C. Barth,2
J. Frakes,1
D. Mahoney,1
T. Guggemos,1
P. F\xc3\xa4ltstr\xc3\xb6m,1
D. Dukes,1
D. Voyer,2
J. Sandford,1
A. Filippov,1
A. Norkin,1
J.R. Alvarez,1
G. Jun,1
H. Nydell,2
R. Foote,2
R. Ravindran,1
P. Sood,1
J. Shallow,1
T. Reddy.K,5
M. Bhardwaj,1
D. Huang,1
F. Qin,1
S. Hu,1
T. Chua,1
A. Green,1
M. Mishra,1
S. Vallepalli,1
J. Holland,1
N. Teague,3
A. Rundgren,1
B. Jordan,1
A. Ker\xc3\xa4nen,2
M. Mohajer,1
M. Bj\xc3\xb6rklund,1
E. Auerswald,1
A. Afanasyev,1
B. Wissingh,1
C. Tschudin,1
D. Rice,1
M. Bunkus,1
S. Lhomme,1
A. Deshmukh,1
W. Shao,1
\xc3\x89. Vyncke,1
I. Mart\xc3\xadnez-Sarriegui,1
J. Salvach\xc3\xbaa,1
J.J. Aranda,1
M. Cortes,1
M. Narganes,1
B. Hesmans,1
O. Finkelman,1
S. Mishra,1
K. Duleba,1
S. Moser,1
Z. Szamonek,1
M. Pozun,1
Y. Niu,1
R. Compton,1
T. Ito,1
N. Triantafillis,1
J. Punaro,1
X. Wei,2
B. Khasanov,1
D. Woolley,1
G. Shieh,1
M. T\xc3\xbcxen,3
D. Druta,1
R. Shpount,3
A. Pepperell,1
L. Xiao,1
R. Hanton,1
P. Thatcher,1
A. Rom\xc3\xa1n,1
S. Cazeaux,1
J. Marcon,1
M. Makaraju,1
R. Ejzak,1
G. Hellstr\xc3\xb6m,1
S. Holmer,1
J. Fu,1
D. Benham,1
JM. Recio,1
A. Ghedini,1
V. Vasiliev,1
D. Kaiser,1
A. Tagami,1
N. Blefari-Melazzi,1
A. Mourad,2
A. de la Oliva,1
F. Giust,1
C. Doyle,1
A. Sapio,1
R. Sisto,1
D. Baryshkov,1
R. Volk,1
R. Yang,1
I. R\xc3\xbcngeler,1
T. V\xc3\xb6lker,1
J. Vcelak,1
P. Aras,1
A. Serhrouchni,1
H. Labiod,1
M. Msahli,1
W. Whyte,1
K. Nishizuka,1
L. Xia,1
R. Dobbins,1
A. Vesely,1
C. Grothoff,1
F. Dold,1
A. Ota,1
D.C. Medway Gash,1
L. Grant,1
T. Dahm,1
D. Franke,1
K. Teichel,1
M. Dansarie,1
R. Sundblad,1
P. Georgatsos,1
K. Rose,1
T. Enghardt,1
I. Ganga,1
J. Gross,1
U. Carion,1
C.E. Perkins,1
B. Overeinder,1
R. van Rijswijk-Deij,1
A. Backman,2
C. Cremers,1
L. Garratt,1
P-H. Kamp,1
I. Grigorik,1
Y. Weiss,1
J. Richter,1
K. Ananthamurthy,1
S. Agrawal,1
T. Werner,1
W. Pan,1
K. Larose,1
M. Sahni,1
C. Loibl,2
M. Bacher,1
G. Grover,1
S. Sahib,1
C. D\xc3\xb4,1
W. Kolodziejak,1
A. D\xc3\xa9cimo,1
L. Geng,1
M. Slusarz,1
M. Mudigonda,1
S. Paragiri,1
A. Masputra,1
E. Ruffini,1
X. Min,1
M. Weinberg,1
M. Loffredo,2
M. Martinelli,2
J. \xc5\xbdor\xc5\xbe,1
R. Patterson,2
D. von Hugo,1
N. Cardwell,1
P. Jha,1
P. Camarillo,1
M. Hunek,1
N. Kottapalli,1
X. Gong,1
P. Yang,1
I. Swett,1
A. Azimov,1
R. Ouazana,1
M.I. Robles,1
R.A. Jadhav,1
R.N. Sahoo,1
I. Petrov,1
O. Gimenez,1
L. Contreras,1
W. Toorop,1
B. Moran,1
M. Meriac,1
C. Thippeswamy,1
J. Simon,1
M. Vu\xc4\x8dini\xc4\x87,2
D. Dujovne,2
S. Duquennoy,1
T. Chang,1
L. Zhao,1
M. Casanova,1
